AssetName, MemCost.Asset, MemCost.Inst, Tgt MemCost.Asset, Tgt MemCost.Inst
/Game/Playsets/PID_019_PG_LuckyLanding_M_Commerical_b_G, 2406455, 151555, 2406455, 151556
/Game/Playsets/PID_019_PG_LuckyLanding_M_Commerical_b_GP, 4877107, 687824, 4877107, 687828
/Game/Playsets/PID_019_PG_LuckyLanding_M_Commerical_c, 12951906, 1107830, 12951906, 1107832
/Game/Playsets/PID_019_PG_LuckyLanding_M_Commerical_c_G, 4004721, 263195, 4004721, 263196
/Game/Playsets/PID_019_PG_LuckyLanding_M_Plaza_a, 10241039, 784328, 10241039, 784328
/Game/Playsets/PID_019_PG_LuckyLanding_M_Plaza_a_G, 1536269, 51632, 1536269, 51632
/Game/Playsets/PID_019_PG_LuckyLanding_M_Plaza_a_GP, 10241039, 784328, 10241039, 784328
/Game/Playsets/PID_019_PG_LuckyLanding_S_Tower_a, 5330313, 319632, 5330313, 319632
/Game/Playsets/PID_019_PG_LuckyLanding_S_Tower_a_G, 2293098, 90752, 2293098, 90752
/Game/Playsets/PID_019_PG_LuckyLanding_S_Tower_a_GP, 5330313, 319632, 5330313, 319632
/Game/Playsets/PID_019_PG_Obstacle_Gallery, 16240945, 691744, 16240945, 691744
/Game/Playsets/PID_019_PG_Obstacle_Gallery_a, 1381168, 157664, 1381168, 157664
/Game/Playsets/PID_019_PG_Obstacle_Gallery_b, 3287528, 295231, 3287528, 295232
/Game/Playsets/PID_019_PG_Obstacle_Gallery_c, 3990897, 200646, 3990897, 200648
/Game/Playsets/PID_019_PG_Obstacle_Gallery_d, 10815743, 199799, 10815743, 199800
/Game/Playsets/PID_019_PG_Obstacle_L_Course_A, 3295759, 2071694, 3295759, 2071696
/Game/Playsets/PID_019_PG_Obstacle_L_Course_A_G, 1387667, 75536, 1387667, 75536
/Game/Playsets/PID_019_PG_Obstacle_L_Course_B, 15518462, 1688676, 15518462, 1688680
/Game/Playsets/PID_019_PG_Obstacle_L_Course_B_G, 10824860, 153288, 10824860, 153288
/Game/Playsets/PID_019_PG_Obstacle_L_Course_C, 12723747, 1087884, 12723747, 1087884
/Game/Playsets/PID_019_PG_Obstacle_L_Course_C_G, 9716358, 116176, 9716358, 116176
/Game/Playsets/PID_019_PG_Obstacle_L_Course_D, 16770016, 2411656, 16770016, 2411656
/Game/Playsets/PID_019_PG_Obstacle_L_Course_D_G, 10668420, 166439, 10668420, 166440
/Game/Playsets/PID_019_PG_Obstacle_L_Course_E, 10650865, 1531607, 10650865, 1531616
/Game/Playsets/PID_019_PG_Obstacle_L_Course_E_G, 8788307, 122768, 8788307, 122768
/Game/Playsets/PID_019_PG_Obstacle_M_10_Ramp_A, 524747, 1022064, 524747, 1022080
/Game/Playsets/PID_019_PG_Obstacle_M_10_Tower_A, 1061008, 467118, 1061008, 467120
/Game/Playsets/PID_019_PG_Obstacle_M_10_Tower_B, 209529, 267554, 209529, 266224
/Game/Playsets/PID_019_PG_Obstacle_M_Jump_A, 4777382, 728450, 4781319, 729088
/Game/Playsets/PID_019_PG_Obstacle_S_1_Ramp_A, 220970, 25623, 220970, 25624
/Game/Playsets/PID_019_PG_Obstacle_S_1_Tower_A, 198088, 32002, 198088, 32080
/Game/Playsets/PID_019_PG_Obstacle_S_1_Tower_B, 209529, 32078, 209529, 32080
/Game/Playsets/PID_019_PG_Obstacle_S_2_Ramp_A, 209529, 64252, 209529, 64256
/Game/Playsets/PID_019_PG_Obstacle_S_2_StepRamp_A, 308573, 102652, 220970, 102792
/Game/Playsets/PID_019_PG_Obstacle_S_2_Tower_A, 198088, 58090, 198088, 58096
/Game/Playsets/PID_019_PG_Obstacle_S_2_Tower_B, 209529, 58242, 209529, 58096
/Game/Playsets/PID_019_PG_Obstacle_S_3_Finish_A, 220970, 179032, 220970, 179032
/Game/Playsets/PID_019_PG_Obstacle_S_3_Ramp_A, 209529, 115944, 209529, 115896
/Game/Playsets/PID_019_PG_Obstacle_S_3_Tower_A, 198088, 84178, 198088, 84112
/Game/Playsets/PID_019_PG_Obstacle_S_3_Tower_B, 209529, 84406, 209529, 84112
/Game/Playsets/PID_019_PG_Obstacle_S_4_Lander_A, 355791, 158638, 355791, 158640
/Game/Playsets/PID_019_PG_Obstacle_S_5_Tower_A, 198088, 136354, 198088, 136144
/Game/Playsets/PID_019_PG_Obstacle_S_5_Tower_B, 209529, 136734, 209529, 136144
/Game/Playsets/PID_019_PG_Obstacle_S_Course_A, 7859557, 235887, 7815755, 235864
/Game/Playsets/PID_019_PG_Obstacle_S_Course_A_G, 7804314, 65616, 7804314, 65616
/Game/Playsets/PID_019_PG_Obstacle_S_Course_B, 8531074, 201640, 8531074, 201640
/Game/Playsets/PID_019_PG_Obstacle_S_Course_B_G, 5260694, 44024, 5260694, 44024
/Game/Playsets/PID_019_PG_Obstacle_S_Course_C, 8141880, 372178, 8141880, 372180
/Game/Playsets/PID_019_PG_Obstacle_S_Course_C_G, 6421045, 56825, 6537529, 56720
/Game/Playsets/PID_019_PG_Obstacle_S_Jumper_A, 1320504, 86975, 1320504, 86976
/Game/Playsets/PID_019_PG_Obstacle_S_Jumper_B, 198088, 55888, 198088, 55904
/Game/Playsets/PID_019_PG_Obstacle_S_Jumper_C, 198088, 86972, 198088, 86976
/Game/Playsets/PID_019_PG_PG_Tilted_L_Office_k, 7715390, 2106797, 7715390, 2106804
/Game/Playsets/PID_019_PG_PG_Tilted_L_Office_k_G, 1942463, 278109, 1942463, 278116
/Game/Playsets/PID_019_PG_PG_Tilted_L_Office_k_GP, 6778918, 606719, 6778918, 606724
/Game/Playsets/PID_019_PG_PG_Tilted_L_Shop_a, 6720517, 2498324, 6720517, 2498372
/Game/Playsets/PID_019_PG_PG_Tilted_L_Shop_a_G, 2405777, 328856, 2405777, 328856
/Game/Playsets/PID_019_PG_PG_Tilted_L_Shop_a_GP, 4325292, 313576, 4325292, 313576
/Game/Playsets/PID_019_PG_PleasantPark_M_Gazbo, 10809601, 1093636, 10809601, 1093636
/Game/Playsets/PID_019_PG_PleasantPark_M_House_g, 16531235, 1153474, 16531235, 1153477
/Game/Playsets/PID_019_PG_PleasantPark_M_House_g_G, 6004686, 363053, 6004686, 363056
/Game/Playsets/PID_019_PG_PleasantPark_M_House_g_GP, 11493558, 340053, 11493558, 340053
/Game/Playsets/PID_019_PG_PleasantPark_M_House_q, 16167872, 1376516, 16167872, 1376516
/Game/Playsets/PID_019_PG_PleasantPark_M_House_q_G, 6262490, 351316, 6262490, 351316
/Game/Playsets/PID_019_PG_PleasantPark_M_House_q_GP, 10258621, 349892, 10258621, 349892
/Game/Playsets/PID_019_PG_PleasantPark_M_House_y, 16471326, 1394770, 16471326, 1394781
/Game/Playsets/PID_019_PG_PleasantPark_M_House_y_G, 3944198, 329893, 3944198, 329900
/Game/Playsets/PID_019_PG_PleasantPark_M_House_y_GP, 12830942, 397693, 12830942, 397693
/Game/Playsets/PID_019_PG_PleasantPark_S_GasStation_a, 5886851, 505027, 5886851, 505032
/Game/Playsets/PID_019_PG_PleasantPark_S_GasStation_a_G, 955868, 100552, 955868, 100552
/Game/Playsets/PID_019_PG_PleasantPark_S_GasStation_a_GP, 955868, 100552, 955868, 100552
/Game/Playsets/PID_019_PG_PleasantPark_S_House_l, 11167354, 956612, 11167354, 956617
/Game/Playsets/PID_019_PG_PleasantPark_S_House_l_G, 1306866, 146408, 1306866, 146408
/Game/Playsets/PID_019_PG_PleasantPark_S_House_l_GP, 9996954, 349749, 9996954, 349749
/Game/Playsets/PID_019_PG_Props_S_Ambient_a, 5141049, 404664, 5141049, 404664
/Game/Playsets/PID_019_PG_Props_S_Cars_a, 21581364, 244328, 21581364, 244328
/Game/Playsets/PID_019_PG_Props_S_Cube, 1073238, 406728, 1073238, 406728
/Game/Playsets/PID_019_PG_Props_S_Cube_4x, 693493, 406728, 693493, 406728
/Game/Playsets/PID_019_PG_Props_S_Disco_a, 3461066, 82552, 3461066, 82552
/Game/Playsets/PID_019_PG_Props_S_Disco_b, 8183510, 322320, 8183510, 322320
/Game/Playsets/PID_019_PG_Props_S_EQ_Blocks, 9009191, 1179532, 9008863, 1179532
/Game/Playsets/PID_019_PG_Props_S_Farm, 9470681, 104524, 9470681, 104524
/Game/Playsets/PID_019_PG_Props_S_GameplayProps, 875936, 413540, 875936, 413540
/Game/Playsets/PID_019_PG_Props_S_HolidayCheer, 16528626, 141488, 16528626, 141488
/Game/Playsets/PID_019_PG_Props_S_IceCastle, 12863258, 231168, 12863258, 231168
/Game/Playsets/PID_019_PG_Props_S_Indestrutible, 23115881, 486564, 23115881, 486564
/Game/Playsets/PID_019_PG_Props_S_Industrial_a, 6772406, 252336, 6772406, 252336
/Game/Playsets/PID_019_PG_Props_S_Industrial_b, 3479823, 44752, 3479823, 44752
/Game/Playsets/PID_019_PG_Props_S_Loot, 11297507, 90252, 11297507, 90252
/Game/Playsets/PID_019_PG_Props_S_LuckyLanding, 13918402, 101976, 13918402, 101976
/Game/Playsets/PID_019_PG_Props_S_MusicBlock_Synth_A, 3321920, 6338304, 3321920, 6338304
/Game/Playsets/PID_019_PG_Props_S_Nature_a, 24219202, 133524, 24219202, 133524
/Game/Playsets/PID_019_PG_Props_S_Nature_b, 14915636, 262416, 14915636, 262416
/Game/Playsets/PID_019_PG_Props_S_Nature_c, 14438551, 237440, 14438551, 237440
/Game/Playsets/PID_019_PG_Props_S_Nature_d, 2305865, 74160, 2305865, 74160
/Game/Playsets/PID_019_PG_Props_S_Nature_e, 1409980, 94968, 1409980, 94968
/Game/Playsets/PID_019_PG_Props_S_Nature_f, 1003386, 25296, 1003386, 25296
/Game/Playsets/PID_019_PG_Props_S_Nature_g, 1003386, 25296, 1003386, 25296
/Game/Playsets/PID_019_PG_Props_S_Obstacle_Parkour_a, 3064245, 374394, 3064245, 374400
/Game/Playsets/PID_019_PG_Props_S_Office_a, 1729764, 96856, 1729764, 96856
/Game/Playsets/PID_019_PG_Props_S_Piano_A, 470013, 359040, 470013, 359040
/Game/Playsets/PID_019_PG_Props_S_Residential_a, 5641852, 355856, 5641852, 355856
/Game/Playsets/PID_019_PG_Props_S_Retail_a, 14511609, 352616, 14511609, 352616
/Game/Playsets/PID_019_PG_Props_S_ShootingTargets, 1651725, 81136, 1651725, 81136
/Game/Playsets/PID_019_PG_Props_S_Sports_a, 10314714, 135552, 10314714, 135552
/Game/Playsets/PID_019_PG_Props_S_Street_a, 12962431, 364144, 12962431, 364144
/Game/Playsets/PID_019_PG_Props_S_Street_b, 2446843, 270496, 2446843, 270496
/Game/Playsets/PID_019_PG_RetailRow_L_Noms, 6015071, 1234137, 6015071, 1234160
/Game/Playsets/PID_019_PG_RetailRow_L_Noms_G, 1593001, 152700, 1593001, 152700
/Game/Playsets/PID_019_PG_RetailRow_L_Noms_GP, 4592477, 234600, 4592477, 234600
/Game/Playsets/PID_019_PG_RetailRows_M_BassShop, 8152353, 918224, 8152353, 918224
/Game/Playsets/PID_019_PG_RetailRows_M_BassShop_G, 731657, 163240, 731657, 163240
/Game/Playsets/PID_019_PG_RetailRows_M_BassShop_GP, 731657, 163240, 731657, 163240
/Game/Playsets/PID_019_PG_RetailRows_M_McGuffins, 4158360, 917073, 4158360, 917076
/Game/Playsets/PID_019_PG_RetailRows_M_McGuffins_G, 1586637, 168556, 1586637, 168556
/Game/Playsets/PID_019_PG_RetailRows_M_McGuffins_GP, 2572611, 193224, 2572611, 193224
/Game/Playsets/PID_019_PG_RetailRows_S_BigShots, 2591488, 358994, 2591488, 358996
/Game/Playsets/PID_019_PG_RetailRows_S_BigShots_G, 531873, 98471, 531873, 98472
/Game/Playsets/PID_019_PG_RetailRows_S_BigShots_GP, 531873, 98471, 531873, 98472
/Game/Playsets/PID_019_PG_RetailRows_S_DetectiveOffice, 2712480, 393750, 2712480, 393752
/Game/Playsets/PID_019_PG_RetailRows_S_DetectiveOffice_G, 1439494, 116983, 1439494, 116984
/Game/Playsets/PID_019_PG_RetailRows_S_Joels, 4584403, 451332, 4584403, 451336
/Game/Playsets/PID_019_PG_RetailRows_S_Joels_G, 567625, 98007, 567625, 98008
/Game/Playsets/PID_019_PG_RetailRows_S_Joels_GP, 567625, 98007, 567625, 98008
/Game/Playsets/PID_019_PG_RetailRows_S_WaterTower_a, 5876995, 213504, 5876995, 213504
/Game/Playsets/PID_019_PG_RetailRows_S_WaterTower_a_G, 5876995, 117839, 5876995, 117840
/Game/Playsets/PID_019_PG_RetailRows_S_WaterTower_a_GP, 5876995, 117839, 5876995, 117840
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_e, 12734079, 1770892, 12734079, 1770892
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_e_G, 2386478, 474497, 2386478, 474508
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_e_GP, 10500622, 265896, 10500622, 265896
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_k, 13305419, 1769491, 13305419, 1769492
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_k_G, 1440090, 340095, 1440090, 340096
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_k_GP, 11868641, 486748, 11868641, 486748
/Game/Playsets/PID_019_PG_Tilted_M_Apartment_t, 4791476, 1514060, 4791476, 1514080
/Game/Playsets/PID_019_PG_Tilted_M_Lofts_d, 4422897, 2034809, 4422897, 2034840
/Game/Playsets/PID_019_PG_Tilted_M_Park_b, 7388772, 1080612, 7388772, 1080612
/Game/Playsets/PID_019_PG_Tilted_M_Park_b_G, 1501903, 181140, 1501903, 181140
/Game/Playsets/PID_019_PG_Tilted_M_Park_b_GP, 1501903, 181140, 1501903, 181140
/Game/Playsets/PID_019_PG_Tilted_M_Store_a, 7883736, 1232258, 7883736, 1232288
/Game/Playsets/PID_019_PG_Tilted_M_Store_a_G, 2994321, 201875, 2994321, 201876
/Game/Playsets/PID_019_PG_Tilted_M_Store_a_GP, 2994321, 201875, 2994321, 201876
/Game/Playsets/PID_019_PG_Tilted_S_ClockTower_a, 2833068, 472197, 2833068, 472200
/Game/Playsets/PID_019_PG_Tilted_S_ClockTower_a_G, 1458613, 84872, 1458613, 84872
/Game/Playsets/PID_019_PG_Tilted_S_ClockTower_a_GP, 1458613, 84872, 1458613, 84872
/Game/Playsets/PID_019_PG_Tilted_S_Commercial_a, 7781840, 883395, 7781840, 883396
/Game/Playsets/PID_019_PG_Tilted_S_Commercial_a_g, 1192989, 157088, 1192989, 157088
/Game/Playsets/PID_019_PG_WVillage_Gallery_a, 3706187, 628800, 3706187, 628800
/Game/Playsets/PID_019_PG_WVillage_Gallery_b, 3706187, 503040, 3706187, 503040
/Game/Playsets/PID_019_PG_WVillage_L_Church_A, 11732834, 2752365, 11732834, 2752392
/Game/Playsets/PID_019_PG_WVillage_L_Church_A_G, 6738920, 403048, 6738920, 403048
/Game/Playsets/PID_019_PG_WVillage_L_Pubs_A, 31920604, 5873811, 31920604, 5873816
/Game/Playsets/PID_019_PG_WVillage_L_Pubs_A_G, 7454052, 853784, 7454052, 853784
/Game/Playsets/PID_019_PG_WVillage_L_Shop_B, 17069046, 4411666, 17069046, 4411708
/Game/Playsets/PID_019_PG_WVillage_L_Shops_A, 17787596, 2183593, 17787596, 2183596
/Game/Playsets/PID_019_PG_WVillage_L_Shops_A_G, 6160575, 438728, 6160575, 438736
/Game/Playsets/PID_019_PG_WVillage_M_Hotel_A, 7449692, 1276666, 7449692, 1276668
/Game/Playsets/PID_019_PG_WVillage_M_Hotel_A_G, 3297449, 238234, 3297449, 238236
/Game/Playsets/PID_019_PG_WVillage_S_Clock_A, 4542520, 658259, 4542520, 658264
/Game/Playsets/PID_019_PG_WVillage_S_Clock_A_G, 2512915, 100216, 2512915, 100216
/Game/Playsets/PID_019_PG_WVillage_S_House_A, 7071084, 671289, 7071084, 671292
/Game/Playsets/PID_019_PG_WVillage_S_House_A_G, 2756776, 157964, 2756776, 157964
/Game/Playsets/PID_019_PG_WVillage_S_Shop_A, 10494229, 661288, 10494229, 661288
/Game/Playsets/PID_019_PG_WVillage_S_Shop_A_G, 3404228, 112648, 3404228, 112648
/Game/Playsets/PID_CP_ArtDeco_Gallery_Bank_Black_a, 17595406, 1622011, 17595406, 1622028
/Game/Playsets/PID_CP_ArtDeco_Gallery_Bank_Blue_a, 17595406, 1340987, 17595406, 1340996
/Game/Playsets/PID_CP_ArtDeco_Gallery_Bank_Red_a, 17595406, 1576604, 17595406, 1576604
/Game/Playsets/PID_CP_ArtDeco_Gallery_JS_Jade_a, 6454797, 767664, 6454797, 767664
/Game/Playsets/PID_CP_ArtDeco_Gallery_JS_Red_a, 6454797, 767664, 6454797, 767664
/Game/Playsets/PID_CP_ArtDeco_Gallery_JS_White_a, 6454797, 767664, 6454797, 767664
/Game/Playsets/PID_CP_ArtDeco_Gallery_Skylight_a, 4689663, 112832, 4689663, 112832
/Game/Playsets/PID_CP_ArtDeco_L_Theatre_a, 16023005, 2792583, 16023005, 2792586
/Game/Playsets/PID_CP_ArtDeco_M_JewelryStore_a, 15465701, 2850981, 15465701, 2850996
/Game/Playsets/PID_CP_ArtDeco_M_JewelryStore_b, 17779882, 3120589, 17779882, 3120608
/Game/Playsets/PID_CP_ArtDeco_XL_Bank_a, 20385088, 5471231, 20385088, 5471236
/Game/Playsets/PID_CP_ArtDeco_XL_Bank_b, 23253667, 5632606, 23253667, 5632612
/Game/Playsets/PID_CP_ArtDeco_XL_Hotel_a, 42754862, 7656726, 42754862, 7656728
/Game/Playsets/PID_CP_Background_City_a, 7237987, 36560, 7237987, 36560
/Game/Playsets/PID_CP_BlackMonday_Gallery_a, 6103305, 641030, 6103305, 641036
/Game/Playsets/PID_CP_BlackMonday_Gallery_b, 10540806, 522476, 10540806, 522476
/Game/Playsets/PID_CP_BlackMonday_L_Bank_a, 13160753, 1686056, 13160753, 1686056
/Game/Playsets/PID_CP_BlackMonday_L_CityHall_a, 9193562, 2382344, 9193562, 2382388
/Game/Playsets/PID_CP_BlackMonday_L_Factory_a, 6259253, 1913570, 6259253, 1913572
/Game/Playsets/PID_CP_BlackMonday_L_PDStation_a, 7003808, 2431132, 7003808, 2431132
/Game/Playsets/PID_CP_BlackMonday_M_Theater_a, 7205143, 1256866, 7205143, 1256880
/Game/Playsets/PID_CP_BlackMonday_XL_CorpBuilding_a, 7106434, 3236164, 7106434, 3236200
/Game/Playsets/PID_CP_BridgeGirder_Gallery_Blue, 7316872, 147104, 7316872, 147104
/Game/Playsets/PID_CP_BridgeGirder_Gallery_Green, 7316872, 147104, 7316872, 147104
/Game/Playsets/PID_CP_BridgeGirder_Gallery_Grey, 7316872, 147104, 7316872, 147104
/Game/Playsets/PID_CP_BridgeGirder_Gallery_Orange, 7316872, 147104, 7316872, 147104
/Game/Playsets/PID_CP_BridgeGirder_Gallery_White, 7316872, 147104, 7316872, 147104
/Game/Playsets/PID_CP_BridgeGirder_M_Blue, 9748735, 2302432, 9748735, 2302432
/Game/Playsets/PID_CP_BridgeGirder_M_Green, 9732532, 1852772, 9732532, 1852776
/Game/Playsets/PID_CP_BridgeGirder_M_Orange, 8344156, 1424877, 8344156, 1424896
/Game/Playsets/PID_CP_BridgeGirder_S_Purple, 2915063, 818574, 2915063, 818576
/Game/Playsets/PID_CP_BridgeGirder_S_Yellow, 3363634, 1220624, 3363634, 1220624
/Game/Playsets/PID_CP_Cabins_Gallery_a, 9852056, 374872, 9852056, 374872
/Game/Playsets/PID_CP_Cabins_M_Lodge, 10778095, 1546231, 10778095, 1546244
/Game/Playsets/PID_CP_Cabins_M_RangerStation, 9107515, 1227030, 9107515, 1227040
/Game/Playsets/PID_CP_Cabins_S_Cottage, 6976157, 590980, 6976157, 590980
/Game/Playsets/PID_CP_Cabins_S_Cottage_b, 4475313, 398752, 4475313, 398752
/Game/Playsets/PID_CP_Cabins_S_CozyCabin, 6849821, 539255, 6849821, 539256
/Game/Playsets/PID_CP_Cabins_S_StiltedCabin, 4780653, 572783, 4780653, 572784
/Game/Playsets/PID_CP_Cattus_S_Skull, 14498156, 988108, 14498156, 988108
/Game/Playsets/PID_CP_Cattus_S_Skull_Large, 14498156, 988107, 14498156, 988108
/Game/Playsets/PID_CP_Coliseum_Gallery_a, 2564984, 348863, 2564984, 348900
/Game/Playsets/PID_CP_Coliseum_Gallery_b, 4967205, 412912, 4967205, 412912
/Game/Playsets/PID_CP_Coliseum_XL_Arena_a, 16906637, 16332939, 16906637, 16332940
/Game/Playsets/PID_CP_Collectible_Bowl, 243960, 21748, 243960, 21748
/Game/Playsets/PID_CP_Collectible_Paper, 265853, 21748, 265853, 21748
/Game/Playsets/PID_CP_Consumables_Consumables, 4641931, 65512, 4641931, 65512
/Game/Playsets/PID_CP_CoralCastle_Gallery_a, 10330114, 889792, 10330114, 889792
/Game/Playsets/PID_CP_CoralCastle_M_Chambers_a, 12495496, 1222904, 12495496, 1222904
/Game/Playsets/PID_CP_CoralCastle_M_Gatehouse_a, 14937082, 1217872, 14937082, 1217884
/Game/Playsets/PID_CP_CoralCastle_S_Bridgeway_a, 4966723, 237872, 4966723, 237872
/Game/Playsets/PID_CP_CoralCastle_S_Tower_a, 3968752, 269066, 3968752, 269072
/Game/Playsets/PID_CP_CoralCastle_XL_Center_a, 19804144, 5691622, 19804144, 5691628
/Game/Playsets/PID_CP_CraggyCliffs_Gallery_a, 7933468, 810640, 7933468, 810640
/Game/Playsets/PID_CP_CraggyCliffs_Gallery_b, 7886200, 236088, 7886200, 236088
/Game/Playsets/PID_CP_CraggyCliffs_Gallery_c, 10259397, 400572, 10259397, 400572
/Game/Playsets/PID_CP_CraggyCliffs_M_House_a, 16789679, 2286674, 16789679, 2286684
/Game/Playsets/PID_CP_CraggyCliffs_M_House_b, 13902475, 1544180, 13902475, 1544180
/Game/Playsets/PID_CP_CraggyCliffs_M_Shop_a, 10943566, 1131967, 10943566, 1131968
/Game/Playsets/PID_CP_CraggyCliffs_S_Boathouse_a, 9617242, 655813, 9617242, 655816
/Game/Playsets/PID_CP_CraggyCliffs_S_ClockTower_a, 6177704, 495192, 6177704, 495192
/Game/Playsets/PID_CP_CraggyCliffs_XL_Sticks_a, 27090550, 4752788, 27090550, 4752788
/Game/Playsets/PID_CP_Devices_AdvStormController, 2553840, 22808, 2553840, 22808
/Game/Playsets/PID_CP_Devices_BasicStormController, 1921287, 23372, 1921287, 23372
/Game/Playsets/PID_CP_Devices_Billboard, 14700, 14000, 14700, 14000
/Game/Playsets/PID_CP_Devices_BoulderSpawner, 1360330, 11044, 1360330, 11044
/Game/Playsets/PID_CP_Devices_CaptureArea, 2848045, 56900, 2848045, 56900
/Game/Playsets/PID_CP_Devices_ChannelSwitchboard, 2128576, 20904, 2128576, 20904
/Game/Playsets/PID_CP_Devices_ClassSelector, 1393071, 26524, 1393071, 26524
/Game/Playsets/PID_CP_Devices_ClassSettings, 1453023, 24840, 1453023, 24840
/Game/Playsets/PID_CP_Devices_ColorChangeTile, 375000, 21412, 375000, 21412
/Game/Playsets/PID_CP_Devices_CoolCarpet, 11053294, 21438, 11053294, 21438
/Game/Playsets/PID_CP_Devices_CreativeButton, 321199, 23570, 321199, 23570
/Game/Playsets/PID_CP_Devices_CreatureManager, 1334006, 37632, 1334006, 37632
/Game/Playsets/PID_CP_Devices_CreaturePlacer, 2783871, 60624, 2783871, 60624
/Game/Playsets/PID_CP_Devices_CustomizableLights, 1922913, 48320, 1922913, 48320
/Game/Playsets/PID_CP_Devices_DeimosSpawner, 4518107, 25960, 4518107, 25960
/Game/Playsets/PID_CP_Devices_DestroyTarget, 2322409, 218120, 2322409, 218120
/Game/Playsets/PID_CP_Devices_EliminationManager, 3522696, 47608, 3522696, 47608
/Game/Playsets/PID_CP_Devices_ExplosiveBarrel, 1350792, 19792, 1350792, 19792
/Game/Playsets/PID_CP_Devices_FishingRodBarrel, 914644, 7160, 914644, 7160
/Game/Playsets/PID_CP_Devices_FuelPump, 2583440, 42798, 2583440, 42798
/Game/Playsets/PID_CP_Devices_HoloScreen, 434380, 21738, 434380, 21738
/Game/Playsets/PID_CP_Devices_Hover_Platform, 3990659, 16672, 3990659, 16672
/Game/Playsets/PID_CP_Devices_HUDMessage, 1332921, 9128, 1332921, 9128
/Game/Playsets/PID_CP_Devices_ItemGranter, 1132206, 34698, 1132206, 34698
/Game/Playsets/PID_CP_Devices_ItemSpawner, 1854098, 37632, 1854098, 37632
/Game/Playsets/PID_CP_Devices_ItemSpawnerProp, 1850554, 35556, 1850554, 35556
/Game/Playsets/PID_CP_Devices_ItemSpawnerVendingMachine, 983876, 18940, 983876, 18940
/Game/Playsets/PID_CP_Devices_Jet, 6018422, 59747, 6018422, 59747
/Game/Playsets/PID_CP_Devices_KeyLock, 838794, 14760, 838794, 14760
/Game/Playsets/PID_CP_Devices_LockDevice, 753184, 27462, 753184, 27462
/Game/Playsets/PID_CP_Devices_MapMarker, 1858103, 21884, 1858103, 21884
/Game/Playsets/PID_CP_Devices_MatchmakingPortal, 1874988, 31228, 1874988, 31228
/Game/Playsets/PID_CP_Devices_PerceptionTrigger, 1891127, 33396, 1891127, 33396
/Game/Playsets/PID_CP_Devices_PinballBumper, 1364033, 25328, 1364033, 25328
/Game/Playsets/PID_CP_Devices_PinballFlipper, 1328604, 29456, 1328604, 29456
/Game/Playsets/PID_CP_Devices_PowerUp, 993304, 19626, 993304, 19626
/Game/Playsets/PID_CP_Devices_PowerUp_DmgAmplifier, 1759457, 22130, 1759457, 22130
/Game/Playsets/PID_CP_Devices_PowerUp_VFX, 2030192, 22314, 2030192, 22314
/Game/Playsets/PID_CP_Devices_PropPossessorConfig, 3233431, 24660, 3233431, 24660
/Game/Playsets/PID_CP_Devices_Quest, 2427810, 28528, 2427810, 28528
/Game/Playsets/PID_CP_Devices_RNG, 3919339, 33890, 3919339, 33890
/Game/Playsets/PID_CP_Devices_RoundSettings, 1221527, 13020, 1221527, 13020
/Game/Playsets/PID_CP_Devices_SAC, 2029135, 42216, 2029135, 42216
/Game/Playsets/PID_CP_Devices_ScoreManager, 1802220, 25432, 1802220, 25432
/Game/Playsets/PID_CP_Devices_ScreenshotCam, 1132761, 9672, 1132761, 9672
/Game/Playsets/PID_CP_Devices_SlurpContainer, 18004131, 114360, 18004131, 114360
/Game/Playsets/PID_CP_Devices_Speaker, 298899, 16524, 298899, 16524
/Game/Playsets/PID_CP_Devices_StormBeacon, 2055081, 19416, 2055081, 19416
/Game/Playsets/PID_CP_Devices_SwordStone, 5699800, 7792, 5699800, 7792
/Game/Playsets/PID_CP_Devices_Teleporter, 1204110, 23962, 1204110, 23962
/Game/Playsets/PID_CP_Devices_Timer, 1250051, 67906, 1250051, 67906
/Game/Playsets/PID_CP_Devices_TimerObjective, 2823754, 32280, 2823754, 32280
/Game/Playsets/PID_CP_Devices_Trigger, 1088939, 25724, 1088939, 25724
/Game/Playsets/PID_CP_Devices_TVScreen, 10500000, 40000, 10500000, 40000
/Game/Playsets/PID_CP_Devices_TVSilent, 661514, 24818, 661514, 24818
/Game/Playsets/PID_CP_Diners_Gallery_a, 4301268, 229874, 4301268, 229876
/Game/Playsets/PID_CP_Diners_Gallery_b, 4923274, 216756, 4923274, 216756
/Game/Playsets/PID_CP_Diners_Gallery_c, 4178383, 259631, 4178383, 259632
/Game/Playsets/PID_CP_Diners_Gallery_d, 3485107, 153924, 3485107, 153924
/Game/Playsets/PID_CP_Diners_Gallery_e, 6073231, 355483, 6073231, 355484
/Game/Playsets/PID_CP_Diners_L_Tacos_a, 19011210, 2836623, 19011210, 2836624
/Game/Playsets/PID_CP_Diners_M_Dumpling_a, 16180392, 1496023, 16180392, 1496028
/Game/Playsets/PID_CP_Diners_M_DurrrBurger_a, 20259546, 1887612, 20259546, 1887612
